Player,Wyscout id,Team within selected timeframe,Position,Age,Goals,Assists,Minutes played,Temporada
N. Rossi,418266,Defensor Sporting,GK,24.0,0,0,3297,2022
F. Mallo,390555,Defensor Sporting,"RCB, CB",27.0,2,0,3294,2022
L. Morales,-196227,Cerro Largo,"RW, RB",22.0,2,3,3265,2022
H. Salaberry,253382,River Plate,"RCB, LCB",35.0,1,0,3194,2022
E. García,99752,Wanderers,RCB,32.0,0,2,3168,2022
A. Sant'Anna,414522,Defensor Sporting,RB,24.0,6,5,3137,2022
M. Ferreira,193600,Deportivo Maldonado,"LB, LCB3, LCB",30.0,0,2,3104,2022
A. Requena,466420,Fénix,GK,23.0,0,0,3078,2022
K. Dawson,180998,Peñarol,GK,30.0,0,0,3073,2022
R. Orihuela,-109660,Torque,"RCB, LCB",21.0,3,0,3072,2022
M. Cantera,285123,Deportivo Maldonado,"CF, AMF",29.0,11,3,3060,2022
L. Álvarez,90893,Cerro Largo,GK,37.0,0,0,3051,2022
G. Pérez,-184699,Liverpool,"CB, RCB, LCB",21.0,1,1,3042,2022
G. Rodríguez,-146472,Boston River,"LCB, LCB3, RCB",22.0,1,0,3038,2022
E. Hernández,-115983,Danubio,"RCB3, CB",24.0,4,1,3033,2022
D. Arismendi,23389,Torque,"LCB, RCB, DMF",34.0,2,0,3028,2022
J. Ayala,446237,Plaza Colonia,"RCB, CB, LCB",27.0,1,0,3013,2022
C. Cándido,406899,Nacional,"LB, LW, LAMF",27.0,3,7,3009,2022
A. Cayetano,-76631,Liverpool,"LB, LB5, LWB",23.0,1,0,2985,2022
E. Ancheta,-84106,Albion,"RW, RB",23.0,1,2,2979,2022
A. Medina,-89199,Liverpool,"RWF, LWF, CF",24.0,11,0,2977,2022
G. Bortagaray,-116379,Danubio,LCB3,22.0,0,0,2975,2022
Léo Coelho,282848,Nacional,"RCB, LCB",29.0,2,0,2973,2022
J. Rodríguez,441746,Nacional,RB,25.0,2,4,2968,2022
J. Acosta,434036,Wanderers,RB,28.0,0,0,2966,2022
J. Aguirre,435386,Wanderers,"LCB, RCB",25.0,0,0,2956,2022
L. de los Santos,-297411,Defensor Sporting,"DMF, RCMF",21.0,0,0,2953,2022
G. May,436619,Danubio,"LCMF3, CF",24.0,7,3,2889,2022
G. Martirena,-171697,Liverpool,"RB, RWB, RB5",22.0,1,3,2870,2022
M. Montiel,445675,River Plate,"RCMF, RDMF",27.0,2,0,2849,2022
A. Balboa,311654,Defensor Sporting,CF,28.0,10,2,2838,2022
G. Godoy,57055,Rentistas,"LCB, RCB",34.0,2,0,2821,2022
J. Neris,474140,Albion,CF,22.0,10,1,2809,2022
E. Darias,506234,Deportivo Maldonado,"RW, LW, RAMF",24.0,3,3,2803,2022
S. Britos,142798,Liverpool,GK,34.0,0,0,2799,2022
W. Clar,300336,River Plate,LB,27.0,1,1,2777,2022
R. Pérez,504359,Boston River,"DMF, RCMF, LCMF",26.0,0,0,2775,2022
F. Díaz,-113265,Liverpool,"RCMF3, RCMF, DMF",19.0,3,1,2773,2022
A. Villoldo,249203,Cerrito,"LB, LB5",33.0,0,2,2749,2022
S. Brunelli,448636,River Plate,"LCB, LCB3",24.0,1,0,2743,2022
T. Palacios,-175113,Torque,"CF, RAMF, RW",21.0,6,4,2726,2022
Á. Pizzorno,396244,Albion,"LCB, CB",30.0,3,1,2717,2022
F. Pereira,-124638,Liverpool,"RCB3, RB, RCB",22.0,4,2,2697,2022
R. Izquierdo,326485,Albion,RB,29.0,1,1,2682,2022
J. Perujo,57195,Cerrito,"RB, RB5",37.0,2,0,2660,2022
A. Rodríguez,-132889,Boston River,CF,24.0,14,2,2626,2022
F. Elizari,237708,Defensor Sporting,"LCMF, AMF, LCMF3",31.0,4,5,2614,2022
M. Velázquez,322902,Cerrito,"LCB, CB, RCB",30.0,1,0,2603,2022
M. Callorda,142832,Albion,CF,32.0,3,1,2601,2022
G. Camargo,252603,Defensor Sporting,"LB, LWB",31.0,0,1,2595,2022
Y. Irrazábal,57695,Albion,GK,34.0,0,0,2591,2022
J. Varela,193208,Rentistas,"LCMF, DMF, RCMF",27.0,2,0,2541,2022
A. Rodriguez,181312,Deportivo Maldonado,"RCB, RCMF, RCMF3",29.0,1,0,2538,2022
M. Barrios,-73171,Albion,"LCMF, LCMF3",23.0,1,1,2510,2022
M. Ocampo,-57221,River Plate,"RW, RAMF",20.0,7,3,2510,2022
F. Martínez,458585,Cerrito,"LCMF, DMF, LCMF3",23.0,0,1,2508,2022
B. Veglio,-90785,Wanderers,"RDMF, LCMF, RAMF",24.0,1,0,2497,2022
N. Fernández,397865,Fénix,"RWB, RCMF3, RCMF",24.0,1,1,2472,2022
K. Rolón,-240579,Wanderers,LB,21.0,0,4,2466,2022
A. Max,131487,Cerro Largo,"RCMF, LCMF",30.0,2,0,2461,2022
J. Ramos,360965,Peñarol,LB,25.0,4,0,2459,2022
H. Menosse,90434,Peñarol,"RCB, LCB",35.0,0,2,2445,2022
T. Vecino,486248,Liverpool,CF,23.0,15,6,2440,2022
A. Romero,397877,Cerro Largo,"RB, RCB, RCB3",24.0,0,1,2437,2022
A. Barboza,246274,Fénix,"CB, LCB",28.0,1,0,2427,2022
S. Fernández,55486,Danubio,CF,37.0,8,2,2415,2022
A. Pérez,-263488,Plaza Colonia,"LCMF, RCMF, DMF",21.0,1,0,2412,2022
I. Pereira,-89484,Fénix,"CF, LWF",24.0,4,1,2407,2022
L. Lozano,-49503,Nacional,"LB, RB",23.0,1,1,2401,2022
S. Correa,247441,Albion,"RCMF, DMF",32.0,0,1,2389,2022
I. Laquintana,-68003,Peñarol,"RW, RAMF, RWF",23.0,5,2,2369,2022
R. Quintana,304491,Plaza Colonia,"CF, RW",27.0,5,1,2367,2022
K. Larrea,289961,Cerrito,GK,26.0,0,0,2367,2022
D. Vicente,397882,Danubio,"DMF, LCMF3",24.0,3,0,2354,2022
R. García,143236,Cerro Largo,"RCB, CB, LCB",33.0,0,0,2347,2022
D. Romero,-235768,Deportivo Maldonado,"LW, LB, LWB",22.0,2,2,2327,2022
J. Varela,397730,Deportivo Maldonado,"LCB, RCB",24.0,1,0,2301,2022
F. Ibáñez,496696,Albion,"LB, RCB, LCB",24.0,0,0,2279,2022
A. Schetino,308767,Fénix,"RCMF, LCMF, DMF",28.0,2,0,2279,2022
B. Bentaberry,449731,Cerro Largo,"RCB, LCB",25.0,0,0,2273,2022
M. Mancebo,-69041,Boston River,"RCB, RCB3, CB",21.0,3,0,2269,2022
R. Ergas,397881,Cerro Largo,LB,24.0,1,1,2259,2022
F. Fagúndez,-172145,Nacional,"CF, AMF",22.0,10,5,2256,2022
G. Heredia,-61239,Plaza Colonia,"LCB, RCB, LCB3",25.0,0,0,2224,2022
F. Platero,169061,Albion,"RCB, RCB3",31.0,1,2,2218,2022
L. Correa,485478,Cerro Largo,"LB, RCB, RB",26.0,1,0,2199,2022
S. Mederos,397874,Plaza Colonia,"RW, RCMF3, RCMF",24.0,3,1,2193,2022
Kevin Méndez,289964,Peñarol,"LW, RW, LAMF",26.0,5,2,2181,2022
P. Silva,432524,Boston River,"LB, LCB3, LWB",25.0,0,1,2178,2022
S. Romero,143210,Liverpool,"LCMF3, RCMF3, LCMF",32.0,1,4,2170,2022
C. Bravo,185321,Wanderers,"AMF, RAMF",28.0,2,1,2163,2022
L. Lemos,-116193,Liverpool,DMF,22.0,1,0,2149,2022
M. Aguirregaray,91714,Peñarol,RB,33.0,0,2,2132,2022
M. Silveira,453797,Wanderers,GK,22.0,0,0,2130,2022
A. Trezza,-38478,Nacional,"RW, RAMF",23.0,3,3,2127,2022
F. Barrandeguy,396153,Plaza Colonia,"RB, RWB, RB5",26.0,4,0,2094,2022
A. Rodríguez,474729,Boston River,"LCMF3, RAMF, RCMF3",22.0,3,4,2080,2022
F. Rodríguez,-77434,Boston River,"LB, LWB, LAMF",28.0,0,3,2079,2022
S. Fuentes,91579,Rentistas,GK,35.0,0,0,2070,2022
M. Alfonso,-67747,River Plate,"LCMF, LDMF",22.0,0,0,2065,2022
F. Kidd,450064,Plaza Colonia,"LB, LWB",25.0,1,0,2036,2022
P. González,289958,Liverpool,"RCMF3, RWF",25.0,2,1,2033,2022
L. Navarro,176396,Danubio,"DMF, RCMF3, RCMF",30.0,1,2,2020,2022
N. Marichal,-160228,Nacional,LCB,21.0,0,0,2006,2022
M. Rocha,-160583,Defensor Sporting,LCB,21.0,0,0,2004,2022
R. Bentancourt,205260,Peñarol,CF,29.0,9,2,1994,2022
H. Figueredo,57148,Liverpool,"LCMF3, LCMF",37.0,0,2,1992,2022
L. Couto,-116380,Rentistas,RB,24.0,0,1,1973,2022
C. Pimienta,323104,Cerrito,"RCB, RCB3, LCB",30.0,2,0,1962,2022
G. Vega,241911,Fénix,"AMF, CF",29.0,6,1,1958,2022
D. Zabala,175853,Nacional,"LW, RW, AMF",30.0,6,9,1947,2022
M. Laborda,486239,Nacional,RCB,22.0,2,0,1929,2022
E. Villar,-74623,Cerro Largo,CF,22.0,5,1,1927,2022
N. Ferreira,-329706,Wanderers,"LAMF, CF, RAMF",20.0,5,2,1926,2022
C. Nuñez,412927,Fénix,"LCMF, DMF, RCMF",28.0,0,0,1926,2022
N. Fernández,-234079,Rentistas,"AMF, RW, LW",19.0,1,0,1925,2022
G. Guruceaga,292848,Torque,GK,27.0,1,0,1920,2022
A. Machado,-110859,Boston River,"CF, LW",20.0,6,3,1917,2022
M. Villa,488291,Boston River,"RWB, RB, RW",25.0,1,4,1909,2022
Lucas Morales,286965,Torque,LB,28.0,1,1,1907,2022
Chory Castro,1893,River Plate,"LW, LAMF, AMF",37.0,3,3,1891,2022
L. Suhr,453190,Plaza Colonia,"LW, RW, CF",24.0,0,1,1888,2022
M. Silvera,-109647,Rentistas,"LCB, LB",23.0,0,0,1868,2022
H. Silveira,279290,Rentistas,CF,29.0,7,1,1854,2022
Á. Fernández,24240,Plaza Colonia,"DMF, LCMF, RCMF",36.0,0,0,1851,2022
Y. Calleros,-76593,Plaza Colonia,"DMF, RCMF, LCMF",24.0,0,0,1850,2022
F. Labandeira,473450,Defensor Sporting,"RW, RAMF, RWF",26.0,3,5,1846,2022
Y. Rodríguez,322779,Nacional,"LCMF, RCMF, RDMF",29.0,2,0,1843,2022
R. Rivero,404419,Liverpool,"LWF, RWF, CF",26.0,4,4,1838,2022
D. Hernández,-192895,Wanderers,"LAMF, LW",22.0,4,5,1828,2022
A. Matturro,-304910,Defensor Sporting,"LCB, LCB3",17.0,1,1,1825,2022
M. Gianoli,-229369,Cerro Largo,LCB,21.0,0,0,1825,2022
N. Dibble,322922,Plaza Colonia,"CF, AMF, LW",28.0,2,3,1816,2022
E. Tellechea,24232,Wanderers,"LDMF, RDMF, DMF",35.0,0,0,1815,2022
M. Soto,250245,Cerrito,"LCB, RCB, LCB3",31.0,0,0,1795,2022
M. Goyeni,348033,Albion,"LB, LW, LB5",27.0,1,1,1775,2022
A. Argachá,75192,Fénix,"LB, LCB3",35.0,0,1,1767,2022
E. Borges,286572,Deportivo Maldonado,CF,36.0,10,0,1739,2022
J. Sosa,-57215,Liverpool,"LCB3, LCB",20.0,0,1,1726,2022
G. Pereira,-253093,Fénix,"RCB3, CB",20.0,0,0,1724,2022
E. Gigliotti,17324,Nacional,CF,35.0,11,4,1703,2022
R. Arias,103066,Peñarol,"LCB, RCB",30.0,0,0,1702,2022
L. Acevedo,-66470,Rentistas,"CF, RW",25.0,7,2,1667,2022
F. Estoyanoff,3078,Fénix,"RWF, AMF",39.0,5,1,1666,2022
M. Enrique,-170611,Cerro Largo,"RCMF, LCMF, CF",22.0,0,0,1660,2022
P. López,486609,River Plate,"AMF, CF",25.0,3,1,1648,2022
P. Ceppelini,73710,Peñarol,"RW, LCMF, RCMF3",30.0,6,1,1618,2022
R. Haller,-172329,Danubio,"RB5, RWB",22.0,1,1,1616,2022
L. Costa,-121658,Boston River,"RCB3, RB, RCB",23.0,3,0,1611,2022
F. Pérez,-172773,Rentistas,"LW, LCMF3, LAMF",21.0,0,0,1606,2022
D. Rodríguez,91610,Nacional,"LCMF, RCMF, RDMF",32.0,1,0,1603,2022
M. Allende,425341,Torque,"LCMF, AMF",23.0,6,3,1601,2022
J. Urretaviscaya,72487,River Plate,"LW, LAMF",32.0,1,5,1598,2022
C. Tizón,-124554,Cerro Largo,"LW, LB",26.0,4,0,1597,2022
D. Pereira,361279,Torque,"RAMF, RCMF, LW",26.0,2,1,1582,2022
R. Saravia,-291219,Peñarol,"RCMF, LCMF, LDMF",22.0,2,0,1574,2022
L. Núñez,-113256,Deportivo Maldonado,"RCB, RCMF, RDMF",21.0,0,0,1572,2022
O. Ndong,-211969,Albion,"LCB, RCB, DMF",22.0,1,0,1571,2022
F. Catarozzi,-214946,Torque,"LDMF, LCMF, RCMF",22.0,0,0,1570,2022
M. Méndez,-125818,Wanderers,CF,23.0,11,1,1559,2022
W. Gargano,10389,Peñarol,"RCMF, LCMF, RCMF3",38.0,0,0,1538,2022
A. Alfaro,486237,Fénix,"LWB, LB",23.0,1,2,1538,2022
Juninho Rocha,478849,Rentistas,"RW, LW, RWF",24.0,3,2,1531,2022
Facundo Vega,-49523,Cerrito,"RB, RW",24.0,0,0,1524,2022
M. Jourdan,-235788,Plaza Colonia,"LCB, LCB3",20.0,1,0,1523,2022
O. Falconis,474463,Cerrito,"LW, CF, LCMF3",22.0,1,0,1509,2022
A. Rolín,189614,Rentistas,"RCB, CB",33.0,1,0,1494,2022
M. Tellechea,115135,Deportivo Maldonado,"RW, CF, RWB",29.0,0,2,1487,2022
E. Redín,322924,Plaza Colonia,RB,27.0,1,0,1474,2022
Á. Castro,305845,Nacional,"LW, LAMF",28.0,1,4,1474,2022
N. Milesi,323061,Peñarol,"DMF, RCMF, LCMF",29.0,0,0,1469,2022
R. Viega,91725,Boston River,"RCMF, AMF, RCMF3",31.0,2,2,1465,2022
N. Prieto,103079,Rentistas,"RCMF, DMF, LCMF",29.0,0,0,1463,2022
A. Lima,193603,Cerro Largo,"CF, RW, LW",32.0,0,0,1451,2022
I. Sosa,-253095,Fénix,"LCMF, LWB",18.0,1,0,1447,2022
E. Greising,-296091,Plaza Colonia,"LB, LB5",21.0,0,0,1429,2022
A. Vila,-64372,Cerrito,"RCMF, CF, RCMF3",20.0,2,0,1426,2022
A. Amado,-262754,Fénix,"LCMF, LCMF3, RCMF",21.0,0,1,1412,2022
F. Barrios,-262710,Defensor Sporting,"RCMF, RCMF3, LCMF",20.0,1,0,1410,2022
L. Viatri,24592,Peñarol,CF,35.0,3,1,1405,2022
A. Silva,249820,Deportivo Maldonado,"RCMF, RW, RWB",29.0,1,0,1404,2022
M. Fracchia,-81777,Wanderers,LB,26.0,1,0,1379,2022
H. Rivero,399041,Peñarol,CF,29.0,4,0,1364,2022
A. Peña,72679,Torque,RB,33.0,0,3,1349,2022
S. Silva,-267583,Danubio,"RCMF3, DMF",17.0,1,1,1341,2022
D. Musto,50225,Peñarol,"DMF, RCMF",35.0,0,0,1340,2022
L. Boggio,-63392,Defensor Sporting,"RCMF, LCMF, RCMF3",23.0,1,1,1338,2022
C. Fiermarín,397886,Torque,GK,24.0,0,0,1337,2022
Daniel Bahia,-50961,Plaza Colonia,CF,23.0,4,0,1322,2022
N. Sosa,371561,River Plate,"CF, AMF",26.0,4,4,1313,2022
J. Lacerda,24235,Wanderers,"LCB, LCB3",35.0,0,0,1312,2022
M. Calzada,91582,Cerrito,"DMF, LCMF, RCMF",32.0,0,0,1311,2022
J. Ramis,75243,Cerro Largo,CF,32.0,1,0,1309,2022
B. González,-321671,Cerrito,"CF, RW, RWF",23.0,1,1,1290,2022
N. Gentilio,23531,Cerrito,GK,35.0,0,0,1277,2022
C. Barros,-69057,Albion,"LW, RW, LAMF",22.0,1,1,1275,2022
L. Suárez,2290,Nacional,CF,35.0,8,1,1274,2022
G. Carneiro,413472,Liverpool,"CF, LWF",26.0,5,1,1265,2022
Y. Rak,304982,Peñarol,LCB,29.0,2,1,1258,2022
M. Abaldo,-113268,Defensor Sporting,"RW, RAMF, RWF",18.0,0,0,1257,2022
C. Ebere,425654,Plaza Colonia,"CF, LW",24.0,2,0,1255,2022
M. Acuña,289209,Rentistas,CF,29.0,4,2,1242,2022
M. Cabrera,289950,Danubio,CF,26.0,1,1,1240,2022
M. Suárez,316039,Torque,RB,26.0,0,2,1231,2022
M. Pinto,180842,Rentistas,LB,28.0,0,0,1230,2022
N. Rossi,-306398,Peñarol,"LW, LAMF, LWF",20.0,2,3,1223,2022
F. Nicola,-341212,Torque,"LAMF, LW",20.0,1,1,1218,2022
I. Rodríguez,-307122,Liverpool,"RCB, RCB3",18.0,1,0,1217,2022
G. Wagner,-96687,Wanderers,"RAMF, LAMF, DMF",20.0,0,1,1216,2022
J. Álvarez,322472,Torque,"LB, LW",27.0,1,1,1215,2022
A. Acevedo,-255804,Rentistas,"RB, RB5",20.0,0,0,1212,2022
A. Prado,-110864,Liverpool,"LCB, LCB3",19.0,0,0,1209,2022
S. Guerrero,-236495,Torque,CF,21.0,5,0,1206,2022
S. Corbo,-322499,Boston River,"RB, RWB",20.0,0,0,1205,2022
Nicolás Silva,-116209,Cerro Largo,"LCMF, LW, RW",25.0,0,3,1205,2022
Lucas Machado,-74200,Rentistas,GK,24.0,0,0,1183,2022
A. Álvarez,-116403,Peñarol,"RCMF, LCMF, AMF",21.0,0,0,1181,2022
N. Queiroz,396858,Rentistas,"RCMF, RCMF3, AMF",26.0,0,1,1175,2022
L. Ferreira,-175498,Danubio,"LCB3, RCB3",22.0,0,0,1172,2022
A. Da Silveira,-233852,Peñarol,"RCB, RB",21.0,0,0,1165,2022
F. Tealde,185281,Deportivo Maldonado,"CB, LCB, LCB3",33.0,0,0,1160,2022
H. Petryk,-233854,Torque,RB,27.0,0,0,1159,2022
G. Viera,474143,Fénix,"LWF, CF, RWF",21.0,2,2,1148,2022
W. Klingender,69027,Cerrito,"RCMF, RCMF3, LCMF3",33.0,1,0,1146,2022
I. de Arruabarrena,395239,Wanderers,GK,25.0,0,0,1144,2022
A. Ocampo,-82542,Defensor Sporting,"LW, LWF, LAMF",24.0,2,0,1136,2022
E. da Silva,-194794,Cerrito,"CF, RW",21.0,0,1,1134,2022
G. Andrada,-89486,Rentistas,"RB, LCMF, DMF",25.0,0,2,1127,2022
M. Techera,-124476,Fénix,"RCB, CB",30.0,0,0,1124,2022
N. Acosta,-124546,Albion,"RW, LWF, LW",23.0,1,2,1121,2022
N. Quagliata,-113262,Wanderers,"AMF, LAMF",23.0,0,3,1102,2022
G. Rizzo,429720,Rentistas,"RCB, LCB, RCB3",26.0,0,0,1098,2022
K. Lewis,486250,Albion,LB,23.0,0,0,1096,2022
C. Valdez,10384,Boston River,"CB, RCB",39.0,0,0,1083,2022
E. Elizalde,474137,Peñarol,"LCB, LCB3",22.0,0,0,1083,2022
N. Fonseca,-61534,Wanderers,"RDMF, LCMF, DMF",23.0,0,1,1078,2022
S. Lentinelly,432677,Liverpool,GK,25.0,0,0,1078,2022
M. Correa,122124,Cerrito,"CF, RW",31.0,2,1,1076,2022
A. Cruz,-233894,Albion,LW,21.0,1,1,1074,2022
Á. Navarro,55873,Defensor Sporting,CF,37.0,5,0,1064,2022
S. De Marco,-328569,Fénix,"CF, RWF, LWF",20.0,0,0,1062,2022
J. Aja,348849,River Plate,"RCB, RCB3",29.0,1,0,1062,2022
C. Olivera,-96677,Boston River,"CF, RW, RAMF",20.0,4,1,1057,2022
S. Ribas,18673,Torque,CF,34.0,3,0,1057,2022
J. Cejas,398814,Torque,"LW, RW, LAMF",24.0,1,1,1057,2022
A. Álvarez,-160631,Peñarol,CF,21.0,1,0,1055,2022
I. Panzariello,119223,Cerrito,"DMF, RCMF, LCMF3",32.0,0,1,1049,2022
J. Zeballos,334935,Deportivo Maldonado,CF,25.0,1,0,1046,2022
A. Chopitea,-67745,River Plate,"LB, RB",23.0,1,0,1043,2022
L. Onetto,474823,Cerro Largo,LW,25.0,0,0,1040,2022
F. Buschiazzo,289949,Rentistas,"RCB, RCB3",26.0,1,0,1031,2022
A. Spetale,-312034,Danubio,CF,22.0,2,1,1031,2022
M. Santos,263710,Torque,"RCMF, RDMF, DMF",28.0,0,0,1031,2022
D. Casas,288416,Fénix,CF,27.0,3,0,1026,2022
A. Zamorano,366793,Cerrito,"LB, LW, LCMF3",27.0,0,1,1024,2022
G. Freitas,199078,Defensor Sporting,"DMF, RDMF, RCB3",30.0,1,0,1008,2022
N. Guzmán,-171729,Plaza Colonia,"LW, RB, RW",23.0,0,1,998,2022
J. Benguche,417412,Cerro Largo,CF,26.0,1,0,990,2022
E. Busquets,-69058,Peñarol,RB,21.0,1,1,984,2022
B. Morales,-341211,Torque,CF,17.0,2,1,984,2022
J. Pereyra,395448,Torque,"LCB, RCB",27.0,0,0,977,2022
C. González,-124553,Rentistas,"LB, LW, LB5",23.0,0,2,973,2022
A. Cougo,395535,Liverpool,"LB, LCMF3, LWB",26.0,1,0,957,2022
S. Martínez,148493,Cerro Largo,"RCMF, LCMF, DMF",31.0,0,0,956,2022
I. Ramírez,432975,Nacional,CF,25.0,5,0,951,2022
J. Ramirez,-486973,Nacional,CF,0.0,5,0,951,2022
B. Lozano,368519,Peñarol,"LW, AMF, CF",28.0,1,2,950,2022
Facundo Rodríguez,427954,Cerrito,CF,27.0,2,1,945,2022
R. Canosa,90527,Cerrito,"RCB, LCB3",33.0,0,0,927,2022
G. Acevedo,402389,Cerrito,"RCB, LCB, CB",27.0,1,0,910,2022
F. Rodríguez,142820,Albion,CF,31.0,5,0,907,2022
G. Triunfo,-194168,Fénix,RWB,25.0,1,0,905,2022
A. Pons,-320450,Albion,"LCMF, RCMF",21.0,0,1,890,2022
G. Olivera,-211157,Torque,"LB, LW",22.0,0,1,887,2022
B. Barcia,-258049,Rentistas,"CF, RCMF3, AMF",21.0,1,1,876,2022
F. Bernal,-262709,Defensor Sporting,"DMF, LCMF, RDMF",18.0,0,1,872,2022
M. Estol,355817,Wanderers,"LDMF, RCMF",27.0,0,1,872,2022
E. Silveira,-235793,Plaza Colonia,"RB, RCB3, LCB3",22.0,0,0,859,2022
Á. Cayetano,169055,Deportivo Maldonado,RCB,31.0,1,0,859,2022
R. Rabino,430704,Defensor Sporting,"LB, LWB",24.0,0,0,854,2022
E. Rodríguez,-321145,Boston River,CF,19.0,2,1,851,2022
F. Scarone,89133,Cerrito,"RW, RAMF, CF",31.0,2,0,851,2022
A. Eiraldi,304974,Albion,GK,31.0,0,0,848,2022
A. Santurio,-150128,Wanderers,"CF, RAMF",21.0,3,0,845,2022
M. Noble,323109,Albion,"RW, LW, LCMF3",24.0,2,1,842,2022
F. Carvalho,395291,Boston River,"LCB, LCB3",28.0,0,0,829,2022
A. López,-97825,Boston River,CF,24.0,3,1,808,2022
M. Juambeltz,-57226,Rentistas,CF,20.0,1,0,792,2022
B. Ocampo,-38472,Nacional,"LAMF, RW, LW",23.0,2,3,790,2022
R. Cristóbal,472307,River Plate,"LDMF, RCMF, LCMF",26.0,1,1,787,2022
E. Rodríguez,516331,Plaza Colonia,"LW, RW",25.0,2,2,787,2022
M. Monzeglio,-109666,Nacional,"AMF, CF",20.0,4,1,785,2022
S. Cristóforo,191944,Peñarol,"LCMF, RCMF",28.0,0,0,771,2022
S. Cartagena,-110865,Torque,"RDMF, LDMF, RCMF",19.0,0,0,762,2022
J. Cruz de los Santos,-320091,River Plate,"RW, RAMF, LW",19.0,3,0,761,2022
Juan Pablo Hernández,-333789,Rentistas,"DMF, RCMF, LCMF",21.0,0,0,759,2022
T. Galletto,-173876,River Plate,"RCMF, RDMF, RCMF3",20.0,1,0,758,2022
F. Sastre,-351613,Cerrito,"DMF, LDMF, RCMF3",21.0,0,0,745,2022
M. Fernández,-206461,Boston River,"CF, LWB, RW",19.0,3,0,742,2022
E. Zeballos,247645,Plaza Colonia,"RCB, RCB3, RWB",29.0,0,0,741,2022
D. Vargas,413461,Albion,CF,27.0,1,0,736,2022
S. Costa,-347019,Torque,"LCMF, AMF",22.0,0,0,735,2022
F. Anselmo,366781,Deportivo Maldonado,CF,28.0,2,0,735,2022
G. Papa,90583,Albion,"RCMF, LCMF, DMF",33.0,1,0,730,2022
J. Ortíz,47901,Cerrito,"CF, RW, LW",40.0,0,0,710,2022
L. Guzmán,-74163,Torque,"RW, LAMF, RAMF",22.0,1,0,701,2022
A. Sosa,428037,Cerrito,"LW, RW, LB5",26.0,0,1,700,2022
G. Machado,-131527,Cerro Largo,RW,21.0,0,2,692,2022
M. Rabuñal,341295,Torque,"DMF, LDMF, LCMF",28.0,1,0,691,2022
G. Rodríguez,208252,Liverpool,"CF, RWF",30.0,3,0,688,2022
E. Álvarez,-109837,Defensor Sporting,"RB, LB",21.0,0,1,685,2022
 Luciano Puentes,-259751,Fénix,"LWB, LB",20.0,0,1,685,2022
A. Duarte,-84922,Defensor Sporting,"LW, LWF, RWF",18.0,1,0,678,2022
M. Camarda,-191811,Deportivo Maldonado,CF,21.0,5,0,675,2022
C. Sención,405451,Albion,"RCMF3, RCMF, LCMF",26.0,0,0,674,2022
M. Mir,-285603,Deportivo Maldonado,"RCMF, LW, RW",19.0,0,0,673,2022
Vitao,-169031,Plaza Colonia,"RCMF3, RCMF, LCMF",27.0,0,0,673,2022
E. Carlos,452565,Fénix,"RWB, RW, RB",23.0,0,0,669,2022
N. Maná,288167,Wanderers,"CF, RAMF, RW",28.0,2,1,663,2022
A. Miranda,89393,Cerro Largo,CF,36.0,1,0,663,2022
S. Figueredo,-320102,Wanderers,"RB, RWB",20.0,0,0,642,2022
F. Bonifazi,412086,Peñarol,LB,26.0,0,0,629,2022
L. Franco,-357139,Cerro Largo,"CF, LCMF",19.0,0,0,625,2022
E. Beltrán,498555,Cerro Largo,RB,24.0,2,1,621,2022
B. Scorza,-170762,Fénix,"CF, RWF, AMF",21.0,1,0,610,2022
B. Mansilla,-320987,Peñarol,"CF, AMF, LW",20.0,1,0,605,2022
G. Chocobar,-243341,Torque,"LCB, RCB",23.0,0,0,602,2022
E. Gómez,-80568,Boston River,"AMF, RCMF3",20.0,1,0,599,2022
N. Palavecino,-269402,Torque,"AMF, RCMF, LCMF",19.0,1,0,590,2022
I. González,10390,Danubio,CF,40.0,2,0,590,2022
F. Carrizo,130357,Peñarol,"LW, LWF, AMF",31.0,0,2,586,2022
M. Fernández,-116195,Boston River,"DMF, RCMF, LCMF",21.0,0,0,582,2022
F. Casanova,-147146,Fénix,GK,25.0,0,0,580,2022
J. Toledo,-76651,Fénix,"LCB3, LCB, RCB3",26.0,0,0,579,2022
M. Nichele,-288636,Fénix,CF,21.0,0,1,578,2022
J. Silva,520890,Cerro Largo,GK,25.0,0,0,574,2022
L. País,181029,Wanderers,"AMF, RAMF",27.0,1,1,567,2022
V. Amoroso,-124503,Deportivo Maldonado,"LW, LAMF",22.0,0,0,564,2022
M. Castro,50176,Wanderers,CF,30.0,1,0,563,2022
A. Ferrari,-317745,Defensor Sporting,CF,19.0,1,0,561,2022
G. Nápoli,474142,River Plate,"LCMF, LDMF",22.0,0,1,561,2022
C. Almeida,195142,Nacional,"LB, LCB",32.0,1,0,548,2022
F. Duarte,-214816,Rentistas,"LCMF3, RCMF, RCMF3",22.0,1,0,542,2022
L. Cosentino,-344646,Wanderers,"RAMF, CF, RW",21.0,2,1,542,2022
M. Sosa,246859,Cerrito,"AMF, CF",27.0,1,1,536,2022
G. Gabriel,439955,Rentistas,LB,27.0,0,0,528,2022
B. Olivera,405698,Danubio,"LCMF3, LCMF, RCMF3",28.0,2,0,527,2022
A. Acosta,-192851,Rentistas,"LCMF3, LW, AMF",21.0,0,0,517,2022
L. Puyol,-237114,Rentistas,"LCMF, RCMF, LCMF3",19.0,0,0,512,2022
